Order_ID,Order_Date,Order_Year,Order_Quarter,Order_Month,Order_YearMonth,Region,State,City,Country,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Revenue,Profit,Margin,Product_Revenue_Rank,City_Revenue_Rank,Region_Revenue_Rank
62419,8/6/2024,2024,2024Q2,6,2024-06,South,Arkansas,Little Rock,United States,Electronics,Smartphones,Apple iPhone 14,1,1172.94,1172.94,233.73,0.199268505,25855.5,191002.5,181033
83228,8/6/2023,2023,2023Q2,6,2023-06,Centre,Minnesota,Minneapolis,United States,Clothing & Apparel,Footwear,Timberland Boots,1,357.7,357.7,91.51,0.255828907,185611.5,131405,137264
192729,11/11/2023,2023,2023Q4,11,2023-11,West,California,San Jose,United States,Accessories,Wearable Accessories,Sunglasses,1,165.37,165.37,55.1,0.333192236,167173.5,159093,84748.5
78563,27/2/2024,2024,2024Q1,2,2024-02,Centre,South Dakota,Sioux Falls,United States,Clothing & Apparel,Men's Wear,Levi's Jeans,2,378.71,757.42,163.72,0.216154841,126779,73980,137264
149500,24/11/2023,2023,2023Q4,11,2023-11,Centre,Wisconsin,Milwaukee,United States,Accessories,Small Electronics,Charging Cable,4,82.77,331.08,138.04,0.416938504,178054,93658,137264
155602,9/8/2024,2024,2024Q3,8,2024-08,East,Massachusetts,Worcester,United States,Electronics,Wearables,Apple Watch,3,301.42,904.26,178.11,0.196967686,21072,44500,28517.5
170548,4/4/2023,2023,2023Q2,4,2023-04,West,Washington,Seattle,United States,Clothing & Apparel,Kids Wear,Children's Hoodie,1,195.3,195.3,68.6,0.35125448,131968.5,105761,84748.5
96797,29/4/2024,2024,2024Q2,4,2024-04,Centre,Kansas,Wichita,United States,Accessories,Wearable Accessories,Watch Strap,3,231.37,694.11,319.42,0.460186426,192281.5,63929,137264
96424,26/11/2023,2023,2023Q4,11,2023-11,Centre,South Dakota,Sioux Falls,United States,Clothing & Apparel,Men's Wear,GAP Hoodie,3,128.15,384.45,120.7,0.313955001,162784,73980,137264
40552,14/3/2023,2023,2023Q1,3,2023-03,Centre,Michigan,Detroit,United States,Home & Furniture,Kitchenware,KitchenAid Mixer,1,846.22,846.22,276.9,0.327219872,35782.5,83945,137264
109058,29/12/2024,2024,2024Q4,12,2024-12,West,Colorado,Denver,United States,Accessories,Wearable Accessories,Belt,2,54.89,109.78,23.57,0.214702132,195686.5,99661.5,84748.5
26482,24/6/2023,2023,2023Q2,6,2023-06,Centre,Minnesota,St. Paul,United States,Clothing & Apparel,Women's Wear,Old Navy Dress,1,172.09,172.09,68.15,0.396013714,80407,117576.5,137264
76092,28/3/2024,2024,2024Q1,3,2024-03,West,Washington,Seattle,United States,Clothing & Apparel,Women's Wear,Zara Blouse,2,103.85,207.7,67.52,0.325084256,110934.5,105761,84748.5
106639,27/1/2024,2024,2024Q1,1,2024-01,South,Arkansas,Little Rock,United States,Clothing & Apparel,Sportswear,Adidas Tracksuit,3,227.72,683.16,238.25,0.348746999,119089.5,191002.5,181033
