user_id,date_time,search_date,search_year,search_month,search_month_name,search_quarter,search_year_quarter,search_year_month,search_year_week,search_day_of_week,search_hour,srch_ci,srch_co,lead_time_days,lead_time_category,stay_duration,party_size,channel,channel_conversion_rate,is_mobile,device_type,is_package,package_type,site_name,user_location_country,user_location_region,user_location_city,posa_continent,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,destination_conversion_rate,destination_searches,srch_destination_type_id,orig_destination_distance,hotel_continent,hotel_country,hotel_market,hotel_cluster,is_booking,booking_status,cnt
897039,2014-07-09 12:45:00,2014-07-09,2014,7,July,3,2014-Q3,2014-07,2014-W28,Wednesday,12,2014-07-14,2014-07-18,4.0,Last Minute (0-7 days),4.0,2,9,8.54,0,Desktop,0,Non-Package,2,191,376,33581,3,2,0,1,30337,7.83,166,1,1131.8353,6,70,10,10,0,Search Only,2
346920,2014-07-10 05:55:00,2014-07-10,2014,7,July,3,2014-Q3,2014-07,2014-W28,Thursday,5,2014-07-14,2014-07-15,3.0,Last Minute (0-7 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,34,205,354,33452,3,2,0,1,25954,15.15,33,6,209.278,2,198,390,55,0,Search Only,1
1016102,2014-07-10 18:58:00,2014-07-10,2014,7,July,3,2014-Q3,2014-07,2014-W28,Thursday,18,2014-09-26,2014-09-30,77.0,Medium Term (31-90 days),4.0,1,3,6.04,0,Desktop,0,Non-Package,23,1,448,11631,1,1,0,1,8267,5.99,2739,1,1131.8353,2,50,675,17,0,Search Only,1
721258,2014-07-12 18:49:00,2014-07-12,2014,7,July,3,2014-Q3,2014-07,2014-W28,Saturday,18,2014-07-13,2014-07-15,0.0,Last Minute (0-7 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,318,45757,3,2,0,1,5098,25.0,4,3,121.4222,2,50,729,91,0,Search Only,3
865997,2014-07-15 04:06:00,2014-07-15,2014,7,July,3,2014-Q3,2014-07,2014-W29,Tuesday,4,2014-10-11,2014-10-13,87.0,Medium Term (31-90 days),2.0,2,9,8.54,0,Desktop,1,Package,2,66,363,12346,3,2,0,1,44976,10.87,46,1,2038.7542,2,50,1633,93,0,Search Only,1
1196398,2014-07-15 12:09:00,2014-07-15,2014,7,July,3,2014-Q3,2014-07,2014-W29,Tuesday,12,2014-08-25,2014-08-27,40.0,Medium Term (31-90 days),2.0,2,5,9.43,0,Desktop,0,Non-Package,25,23,48,4924,2,2,0,1,8542,16.67,6,6,1131.8353,3,126,232,36,0,Search Only,1
351849,2014-07-15 19:04:00,2014-07-15,2014,7,July,3,2014-Q3,2014-07,2014-W29,Tuesday,19,2014-07-17,2014-07-18,1.0,Last Minute (0-7 days),1.0,4,2,6.05,0,Desktop,0,Non-Package,2,66,226,25300,3,2,2,1,6307,10.0,10,3,275.2951,2,50,680,50,0,Search Only,3
358391,2014-07-22 03:19:00,2014-07-22,2014,7,July,3,2014-Q3,2014-07,2014-W30,Tuesday,3,2014-07-30,2014-08-01,7.0,Last Minute (0-7 days),2.0,2,1,6.97,0,Desktop,0,Non-Package,2,149,290,33116,3,2,0,1,26400,9.09,22,1,1131.8353,3,129,103,38,0,Search Only,2
1031361,2014-07-22 06:52:00,2014-07-22,2014,7,July,3,2014-Q3,2014-07,2014-W30,Tuesday,6,2014-07-25,2014-07-27,2.0,Last Minute (0-7 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,11,205,354,48951,3,2,0,1,27470,0.0,2,6,347.7138,2,50,581,94,0,Search Only,1
614248,2014-07-22 15:29:00,2014-07-22,2014,7,July,3,2014-Q3,2014-07,2014-W30,Tuesday,15,2014-08-12,2014-08-13,20.0,Short Term (8-30 days),1.0,2,1,6.97,0,Desktop,0,Non-Package,25,23,48,4924,2,2,0,1,54192,0.0,1,4,1131.8353,3,106,108,6,0,Search Only,1
543655,2014-07-22 20:38:00,2014-07-22,2014,7,July,3,2014-Q3,2014-07,2014-W30,Tuesday,20,2015-01-19,2015-02-07,180.0,Long Term (>90 days),19.0,4,9,8.54,0,Desktop,0,Non-Package,2,179,410,16634,3,2,2,1,8268,4.61,1409,1,1131.8353,2,50,682,26,0,Search Only,1
323254,2014-07-23 12:30:00,2014-07-23,2014,7,July,3,2014-Q3,2014-07,2014-W30,Wednesday,12,2014-08-06,2014-08-07,13.0,Short Term (8-30 days),1.0,4,0,7.19,0,Desktop,0,Non-Package,11,205,155,14703,3,4,0,1,531,0.0,33,3,5447.7675,6,105,12,14,0,Search Only,1
1153176,2014-07-23 19:27:00,2014-07-23,2014,7,July,3,2014-Q3,2014-07,2014-W30,Wednesday,19,2014-07-26,2014-07-27,2.0,Last Minute (0-7 days),1.0,4,0,7.19,0,Desktop,0,Non-Package,11,205,354,30031,3,4,0,2,26014,20.0,5,6,73.281,2,198,954,50,0,Search Only,1
241669,2014-07-25 17:29:00,2014-07-25,2014,7,July,3,2014-Q3,2014-07,2014-W30,Friday,17,2014-08-09,2014-08-11,14.0,Short Term (8-30 days),2.0,3,5,9.43,0,Desktop,0,Non-Package,23,1,436,46596,1,2,1,1,33626,0.0,1,6,549.293,6,105,918,43,0,Search Only,1
444501,2014-07-27 10:26:00,2014-07-27,2014,7,July,3,2014-Q3,2014-07,2014-W30,Sunday,10,2014-08-29,2014-09-01,32.0,Medium Term (31-90 days),3.0,2,0,7.19,0,Desktop,0,Non-Package,2,66,220,36110,3,2,0,1,12484,0.0,16,5,196.0365,2,50,1457,90,0,Search Only,1
201095,2014-07-29 20:08:00,2014-07-29,2014,7,July,3,2014-Q3,2014-07,2014-W31,Tuesday,20,2014-08-04,2014-08-26,5.0,Last Minute (0-7 days),22.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,260,2450,3,2,0,1,12014,14.89,47,1,16.7929,2,50,644,14,0,Search Only,1
109641,2014-07-30 20:06:00,2014-07-30,2014,7,July,3,2014-Q3,2014-07,2014-W31,Wednesday,20,2014-08-01,2014-08-02,1.0,Last Minute (0-7 days),1.0,3,3,6.04,0,Desktop,0,Non-Package,11,205,354,54585,3,3,0,1,12009,16.28,43,1,952.1819,2,50,680,42,0,Search Only,1
538290,2014-08-01 01:42:00,2014-08-01,2014,8,August,3,2014-Q3,2014-08,2014-W31,Friday,1,2014-08-07,2014-08-14,5.0,Last Minute (0-7 days),7.0,4,9,8.54,0,Desktop,0,Non-Package,2,28,154,34719,3,4,0,2,19994,3.57,28,6,1131.8353,6,77,1422,58,0,Search Only,4
284168,2014-08-02 21:45:00,2014-08-02,2014,8,August,3,2014-Q3,2014-08,2014-W31,Saturday,21,2014-08-14,2014-08-17,11.0,Short Term (8-30 days),3.0,2,0,7.19,1,Mobile,0,Non-Package,11,205,354,25315,3,2,0,1,8829,6.52,46,1,434.3181,2,50,698,93,0,Search Only,2
487198,2014-08-07 18:00:00,2014-08-07,2014,8,August,3,2014-Q3,2014-08,2014-W32,Thursday,18,2014-09-25,2014-09-26,48.0,Medium Term (31-90 days),1.0,1,1,6.97,1,Mobile,1,Package,2,66,174,17468,3,1,0,1,8254,6.56,793,1,335.4559,2,50,365,19,0,Search Only,2
306952,2014-08-08 08:47:00,2014-08-08,2014,8,August,3,2014-Q3,2014-08,2014-W32,Friday,8,2014-08-15,2014-08-16,6.0,Last Minute (0-7 days),1.0,4,0,7.19,0,Desktop,0,Non-Package,2,66,337,30384,3,2,2,1,25736,8.11,37,1,91.203,2,50,522,72,0,Search Only,5
377354,2014-08-09 13:09:00,2014-08-09,2014,8,August,3,2014-Q3,2014-08,2014-W32,Saturday,13,2014-09-15,2014-09-16,36.0,Medium Term (31-90 days),1.0,2,3,6.04,0,Desktop,0,Non-Package,2,66,462,49272,3,2,0,1,12916,11.11,9,5,5379.5447,6,107,36,61,0,Search Only,2
1051192,2014-08-10 19:18:00,2014-08-10,2014,8,August,3,2014-Q3,2014-08,2014-W32,Sunday,19,2014-12-19,2014-12-21,130.0,Long Term (>90 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,174,7610,3,2,0,1,45689,8.33,12,6,88.5696,2,50,368,84,0,Search Only,1
654369,2014-08-13 09:44:00,2014-08-13,2014,8,August,3,2014-Q3,2014-08,2014-W33,Wednesday,9,2014-09-03,2014-09-07,20.0,Short Term (8-30 days),4.0,2,1,6.97,0,Desktop,0,Non-Package,2,66,220,2086,3,1,1,1,21406,0.0,7,6,1292.7992,4,8,121,2,0,Search Only,2
737658,2014-08-14 10:42:00,2014-08-14,2014,8,August,3,2014-Q3,2014-08,2014-W33,Thursday,10,2014-09-15,2014-09-17,31.0,Medium Term (31-90 days),2.0,1,9,8.54,0,Desktop,0,Non-Package,2,66,220,21252,3,1,0,1,393,16.67,6,1,4353.2364,4,196,1984,30,1,Booked,1
892378,2014-08-15 20:03:00,2014-08-15,2014,8,August,3,2014-Q3,2014-08,2014-W33,Friday,20,2014-09-05,2014-09-08,20.0,Short Term (8-30 days),3.0,2,5,9.43,0,Desktop,0,Non-Package,25,23,48,4924,2,1,1,1,8803,6.84,190,1,1131.8353,3,151,69,57,1,Booked,1
1104711,2014-08-16 09:12:00,2014-08-16,2014,8,August,3,2014-Q3,2014-08,2014-W33,Saturday,9,2015-02-28,2015-03-01,195.0,Long Term (>90 days),1.0,4,9,8.54,0,Desktop,0,Non-Package,11,205,385,1347,3,2,2,1,12669,16.88,77,5,1414.7747,2,50,701,23,0,Search Only,1
764956,2014-08-18 15:42:00,2014-08-18,2014,8,August,3,2014-Q3,2014-08,2014-W34,Monday,15,2014-08-30,2014-09-05,11.0,Short Term (8-30 days),6.0,2,0,7.19,0,Desktop,1,Package,37,69,917,46289,1,1,1,1,20070,14.29,7,6,1131.8353,6,77,1440,43,0,Search Only,2
638039,2014-08-18 22:01:00,2014-08-18,2014,8,August,3,2014-Q3,2014-08,2014-W34,Monday,22,2014-09-03,2014-09-06,15.0,Short Term (8-30 days),3.0,2,9,8.54,0,Desktop,1,Package,32,62,135,29395,1,2,0,1,53920,5.88,51,3,1131.8353,6,68,275,33,0,Search Only,1
682725,2014-08-20 11:43:00,2014-08-20,2014,8,August,3,2014-Q3,2014-08,2014-W34,Wednesday,11,2014-10-24,2014-10-26,64.0,Medium Term (31-90 days),2.0,3,5,9.43,0,Desktop,0,Non-Package,8,77,871,29706,4,3,0,1,59878,0.0,1,6,722.9941,0,63,1023,93,0,Search Only,1
649173,2014-08-20 13:54:00,2014-08-20,2014,8,August,3,2014-Q3,2014-08,2014-W34,Wednesday,13,2014-09-10,2014-09-14,20.0,Short Term (8-30 days),4.0,2,9,8.54,0,Desktop,1,Package,2,66,226,25300,3,2,0,1,8267,5.99,2739,1,720.1196,2,50,675,69,0,Search Only,5
914211,2014-08-22 17:15:00,2014-08-22,2014,8,August,3,2014-Q3,2014-08,2014-W34,Friday,17,2014-08-26,2014-08-30,3.0,Last Minute (0-7 days),4.0,2,9,8.54,0,Desktop,1,Package,2,66,220,8159,3,2,0,1,27949,0.0,22,6,185.8205,4,128,1455,26,0,Search Only,1
1173094,2014-08-24 00:07:00,2014-08-24,2014,8,August,3,2014-Q3,2014-08,2014-W34,Sunday,0,2015-03-23,2015-03-25,210.0,Long Term (>90 days),2.0,3,1,6.97,0,Desktop,1,Package,48,70,47,14566,2,2,1,1,20833,1.45,69,1,1131.8353,3,182,68,12,0,Search Only,1
201880,2014-08-24 15:30:00,2014-08-24,2014,8,August,3,2014-Q3,2014-08,2014-W34,Sunday,15,2014-10-30,2014-11-03,66.0,Medium Term (31-90 days),4.0,4,9,8.54,0,Desktop,1,Package,2,66,322,47394,3,2,2,1,8791,3.73,1691,1,1228.9117,4,8,110,65,0,Search Only,1
869501,2014-08-24 18:53:00,2014-08-24,2014,8,August,3,2014-Q3,2014-08,2014-W34,Sunday,18,2014-11-09,2014-11-15,76.0,Medium Term (31-90 days),6.0,2,9,8.54,1,Mobile,0,Non-Package,2,66,254,47071,3,2,0,1,26051,8.33,36,6,961.5121,2,50,1235,68,0,Search Only,1
592159,2014-08-24 21:24:00,2014-08-24,2014,8,August,3,2014-Q3,2014-08,2014-W34,Sunday,21,2014-10-16,2014-10-22,52.0,Medium Term (31-90 days),6.0,2,3,6.04,0,Desktop,0,Non-Package,33,194,38,42328,2,2,0,1,8230,10.27,662,1,1131.8353,2,50,637,48,0,Search Only,1
888699,2014-08-25 14:45:00,2014-08-25,2014,8,August,3,2014-Q3,2014-08,2014-W35,Monday,14,2014-09-21,2014-09-24,26.0,Short Term (8-30 days),3.0,2,2,6.05,1,Mobile,1,Package,2,66,174,620,3,2,0,1,19370,11.54,26,6,8785.379,3,168,1242,37,0,Search Only,1
406663,2014-08-26 11:13:00,2014-08-26,2014,8,August,3,2014-Q3,2014-08,2014-W35,Tuesday,11,2014-09-11,2014-09-13,15.0,Short Term (8-30 days),2.0,1,1,6.97,0,Desktop,0,Non-Package,2,66,471,20067,3,1,0,1,8213,7.9,405,1,4083.3461,6,68,275,11,0,Search Only,1
360189,2014-08-26 17:51:00,2014-08-26,2014,8,August,3,2014-Q3,2014-08,2014-W35,Tuesday,17,2014-10-08,2014-10-13,42.0,Medium Term (31-90 days),5.0,1,9,8.54,0,Desktop,1,Package,2,66,337,12122,3,1,0,1,44045,3.92,306,3,1094.1143,2,50,701,10,0,Search Only,1
37004,2014-08-27 17:31:00,2014-08-27,2014,8,August,3,2014-Q3,2014-08,2014-W35,Wednesday,17,2014-10-10,2014-10-13,43.0,Medium Term (31-90 days),3.0,4,9,8.54,0,Desktop,0,Non-Package,2,66,351,27337,3,2,2,1,15577,0.0,3,1,237.2826,2,50,579,39,0,Search Only,1
465732,2014-08-27 20:47:00,2014-08-27,2014,8,August,3,2014-Q3,2014-08,2014-W35,Wednesday,20,2014-10-30,2014-11-12,63.0,Medium Term (31-90 days),13.0,1,9,8.54,0,Desktop,1,Package,17,133,20,23873,1,1,0,1,8220,7.44,739,1,1131.8353,3,182,46,62,0,Search Only,3
173198,2014-08-28 10:01:00,2014-08-28,2014,8,August,3,2014-Q3,2014-08,2014-W35,Thursday,10,2014-12-11,2014-12-13,104.0,Long Term (>90 days),2.0,2,7,4.32,0,Desktop,1,Package,18,119,0,275,2,2,0,1,21222,0.88,227,1,1131.8353,3,152,73,27,0,Search Only,1
214609,2014-08-28 16:26:00,2014-08-28,2014,8,August,3,2014-Q3,2014-08,2014-W35,Thursday,16,2014-09-11,2014-09-13,13.0,Short Term (8-30 days),2.0,2,5,9.43,0,Desktop,0,Non-Package,23,1,143,14647,1,2,0,1,33625,0.0,3,6,536.3942,6,105,918,3,0,Search Only,3
948497,2014-08-29 09:05:00,2014-08-29,2014,8,August,3,2014-Q3,2014-08,2014-W35,Friday,9,2014-08-30,2014-09-01,0.0,Last Minute (0-7 days),2.0,2,0,7.19,1,Mobile,0,Non-Package,2,66,174,38899,3,2,0,1,44690,2.5,40,6,50.3889,2,50,366,70,0,Search Only,1
452962,2014-09-04 11:41:00,2014-09-04,2014,9,September,3,2014-Q3,2014-09,2014-W36,Thursday,11,2014-12-27,2014-12-29,113.0,Long Term (>90 days),2.0,1,9,8.54,0,Desktop,0,Non-Package,24,3,75,23864,2,1,0,1,12623,13.33,15,5,1131.8353,6,170,313,62,0,Search Only,2
1143666,2014-09-07 14:15:00,2014-09-07,2014,9,September,3,2014-Q3,2014-09,2014-W36,Sunday,14,2015-05-03,2015-05-10,237.0,Long Term (>90 days),7.0,4,1,6.97,0,Desktop,1,Package,37,69,758,1361,1,4,0,2,8250,6.92,3568,1,1131.8353,2,50,628,79,0,Search Only,3
21804,2014-09-08 12:30:00,2014-09-08,2014,9,September,3,2014-Q3,2014-09,2014-W37,Monday,12,2014-10-11,2014-10-13,32.0,Medium Term (31-90 days),2.0,2,5,9.43,0,Desktop,0,Non-Package,8,77,947,50710,4,2,0,1,17595,3.03,33,1,4758.5456,3,162,1047,36,0,Search Only,1
144574,2014-09-08 20:45:00,2014-09-08,2014,9,September,3,2014-Q3,2014-09,2014-W37,Monday,20,2014-09-25,2014-09-26,16.0,Short Term (8-30 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,363,17420,3,2,0,1,19352,0.0,9,1,1131.8353,6,105,1867,8,0,Search Only,1
662734,2014-09-09 09:39:00,2014-09-09,2014,9,September,3,2014-Q3,2014-09,2014-W37,Tuesday,9,2015-01-14,2015-01-17,126.0,Long Term (>90 days),3.0,4,4,12.08,0,Desktop,1,Package,37,69,585,40970,1,4,0,1,8267,5.99,2739,1,1131.8353,2,50,675,69,0,Search Only,2
322874,2014-09-11 12:11:00,2014-09-11,2014,9,September,3,2014-Q3,2014-09,2014-W37,Thursday,12,2014-10-26,2014-11-02,44.0,Medium Term (31-90 days),7.0,2,5,9.43,0,Desktop,0,Non-Package,9,32,583,9102,1,2,0,1,12206,6.45,899,6,1131.8353,2,50,628,45,0,Search Only,1
116502,2014-09-14 23:22:00,2014-09-14,2014,9,September,3,2014-Q3,2014-09,2014-W37,Sunday,23,2014-10-13,2014-10-19,28.0,Short Term (8-30 days),6.0,2,9,8.54,0,Desktop,0,Non-Package,37,69,923,54859,1,2,0,1,7635,4.76,714,3,1131.8353,2,50,675,69,0,Search Only,1
571832,2014-09-16 09:15:00,2014-09-16,2014,9,September,3,2014-Q3,2014-09,2014-W38,Tuesday,9,2014-09-19,2014-09-20,2.0,Last Minute (0-7 days),1.0,5,0,7.19,0,Desktop,0,Non-Package,2,66,337,44102,3,3,2,1,11975,8.33,36,1,142.8827,2,50,1507,13,0,Search Only,1
240995,2014-09-16 17:49:00,2014-09-16,2014,9,September,3,2014-Q3,2014-09,2014-W38,Tuesday,17,2015-03-26,2015-03-30,190.0,Long Term (>90 days),4.0,2,9,8.54,0,Desktop,1,Package,2,66,448,50947,3,1,1,1,11640,0.0,9,6,1739.8864,4,53,1936,34,0,Search Only,2
492015,2014-09-17 12:27:00,2014-09-17,2014,9,September,3,2014-Q3,2014-09,2014-W38,Wednesday,12,2014-09-19,2014-09-21,1.0,Last Minute (0-7 days),2.0,2,9,8.54,0,Desktop,0,Non-Package,2,69,581,39735,3,2,0,1,18481,5.0,20,1,1131.8353,6,70,1911,16,0,Search Only,1
884335,2014-09-17 16:33:00,2014-09-17,2014,9,September,3,2014-Q3,2014-09,2014-W38,Wednesday,16,2014-11-26,2014-12-01,69.0,Medium Term (31-90 days),5.0,2,9,8.54,1,Mobile,1,Package,2,66,351,52368,3,2,0,1,12208,6.98,43,6,1831.6718,2,50,628,1,0,Search Only,2
1093834,2014-09-17 21:11:00,2014-09-17,2014,9,September,3,2014-Q3,2014-09,2014-W38,Wednesday,21,2014-09-18,2014-09-19,0.0,Last Minute (0-7 days),1.0,2,0,7.19,1,Mobile,0,Non-Package,2,66,474,18236,3,2,0,1,11835,12.28,114,1,480.4098,2,50,633,54,1,Booked,1
1041693,2014-09-26 19:05:00,2014-09-26,2014,9,September,3,2014-Q3,2014-09,2014-W39,Friday,19,2014-10-03,2014-10-04,6.0,Last Minute (0-7 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,34,205,354,41495,3,2,0,1,26227,9.52,126,6,307.1871,2,198,384,83,0,Search Only,1
576623,2014-09-26 22:29:00,2014-09-26,2014,9,September,3,2014-Q3,2014-09,2014-W39,Friday,22,2014-12-25,2014-12-26,89.0,Medium Term (31-90 days),1.0,2,9,8.54,0,Desktop,1,Package,2,66,220,1437,3,2,0,1,8816,10.23,88,1,1004.2999,4,163,1935,6,0,Search Only,1
9399,2014-09-27 21:03:00,2014-09-27,2014,9,September,3,2014-Q3,2014-09,2014-W39,Saturday,21,2014-11-12,2014-11-16,45.0,Medium Term (31-90 days),4.0,2,2,6.05,0,Desktop,0,Non-Package,24,3,64,3169,2,2,0,1,8795,4.44,45,1,1131.8353,0,63,966,46,0,Search Only,1
1189068,2014-09-29 15:58:00,2014-09-29,2014,9,September,3,2014-Q3,2014-09,2014-W40,Monday,15,2014-10-02,2014-10-03,2.0,Last Minute (0-7 days),1.0,1,4,12.08,0,Desktop,0,Non-Package,24,3,44,48637,2,1,0,1,8745,5.4,1296,1,1131.8353,6,204,27,8,0,Search Only,1
345583,2014-09-29 18:40:00,2014-09-29,2014,9,September,3,2014-Q3,2014-09,2014-W40,Monday,18,2014-12-14,2014-12-17,75.0,Medium Term (31-90 days),3.0,1,9,8.54,0,Desktop,0,Non-Package,2,66,435,25608,3,1,0,1,8793,9.16,131,1,390.9131,2,50,677,22,0,Search Only,1
318633,2014-09-30 07:09:00,2014-09-30,2014,9,September,3,2014-Q3,2014-09,2014-W40,Tuesday,7,2014-11-09,2014-11-14,39.0,Medium Term (31-90 days),5.0,2,9,8.54,0,Desktop,0,Non-Package,2,66,348,34608,3,2,0,2,8265,5.43,129,1,1131.8353,2,50,647,76,0,Search Only,1
867069,2014-10-01 17:08:00,2014-10-01,2014,10,October,4,2014-Q4,2014-10,2014-W40,Wednesday,17,2014-10-06,2014-10-10,4.0,Last Minute (0-7 days),4.0,1,0,7.19,0,Desktop,0,Non-Package,2,66,462,14785,3,1,0,1,8281,7.79,398,1,229.4232,2,50,663,50,0,Search Only,2
780723,2014-10-01 23:26:00,2014-10-01,2014,10,October,4,2014-Q4,2014-10,2014-W40,Wednesday,23,2014-10-14,2014-10-17,12.0,Short Term (8-30 days),3.0,2,0,7.19,0,Desktop,1,Package,14,214,121,40092,1,2,0,1,8745,5.4,1296,1,1131.8353,6,204,27,43,0,Search Only,5
1180607,2014-10-03 08:45:00,2014-10-03,2014,10,October,4,2014-Q4,2014-10,2014-W40,Friday,8,2015-01-09,2015-01-18,97.0,Long Term (>90 days),9.0,1,9,8.54,0,Desktop,0,Non-Package,23,1,167,39407,1,1,0,1,5366,0.0,5,6,1871.9252,6,77,1410,14,0,Search Only,2
782904,2014-10-04 21:16:00,2014-10-04,2014,10,October,4,2014-Q4,2014-10,2014-W40,Saturday,21,2014-11-30,2014-12-01,56.0,Medium Term (31-90 days),1.0,2,9,8.54,0,Desktop,0,Non-Package,24,3,71,36693,2,2,0,2,8741,11.28,133,1,1131.8353,6,144,13,90,1,Booked,1
388654,2014-10-07 08:40:00,2014-10-07,2014,10,October,4,2014-Q4,2014-10,2014-W41,Tuesday,8,2014-10-11,2014-10-14,3.0,Last Minute (0-7 days),3.0,3,9,8.54,0,Desktop,0,Non-Package,2,66,258,2592,3,3,0,1,8267,5.99,2739,1,721.4804,2,50,675,97,0,Search Only,2
50323,2014-10-07 20:54:00,2014-10-07,2014,10,October,4,2014-Q4,2014-10,2014-W41,Tuesday,20,2015-04-02,2015-04-05,176.0,Long Term (>90 days),3.0,2,9,8.54,0,Desktop,1,Package,2,66,174,49870,3,2,0,1,8266,6.28,430,1,1651.9601,2,50,411,21,0,Search Only,1
222388,2014-10-08 11:56:00,2014-10-08,2014,10,October,4,2014-Q4,2014-10,2014-W41,Wednesday,11,2014-10-11,2014-10-12,2.0,Last Minute (0-7 days),1.0,2,9,8.54,1,Mobile,0,Non-Package,2,66,442,76,3,2,0,1,14797,12.5,24,1,1291.5591,2,50,369,91,0,Search Only,2
526523,2014-10-10 12:36:00,2014-10-10,2014,10,October,4,2014-Q4,2014-10,2014-W41,Friday,12,2014-10-23,2014-10-24,12.0,Short Term (8-30 days),1.0,1,9,8.54,0,Desktop,0,Non-Package,2,66,442,76,3,1,0,1,27369,100.0,1,6,626.5469,2,50,1077,48,1,Booked,1
642231,2014-10-13 19:42:00,2014-10-13,2014,10,October,4,2014-Q4,2014-10,2014-W42,Monday,19,2014-12-03,2014-12-05,50.0,Medium Term (31-90 days),2.0,2,9,8.54,0,Desktop,1,Package,2,66,337,44102,3,2,0,1,8260,4.45,966,1,1096.805,2,50,701,17,0,Search Only,3
1116705,2014-10-14 19:05:00,2014-10-14,2014,10,October,4,2014-Q4,2014-10,2014-W42,Tuesday,19,2014-11-06,2014-11-09,22.0,Short Term (8-30 days),3.0,2,1,6.97,0,Desktop,1,Package,13,46,171,26622,1,2,0,1,8285,3.76,133,1,803.0941,6,21,32,10,0,Search Only,1
229181,2014-10-18 22:27:00,2014-10-18,2014,10,October,4,2014-Q4,2014-10,2014-W42,Saturday,22,2014-12-25,2015-01-03,67.0,Medium Term (31-90 days),9.0,4,9,8.54,1,Mobile,1,Package,11,205,155,14703,3,4,0,2,8825,0.75,133,3,2811.4839,4,8,111,85,0,Search Only,1
72389,2014-10-19 09:33:00,2014-10-19,2014,10,October,4,2014-Q4,2014-10,2014-W42,Sunday,9,2014-11-19,2014-11-20,30.0,Short Term (8-30 days),1.0,2,2,6.05,0,Desktop,0,Non-Package,2,66,174,44047,3,2,0,1,669,4.58,546,3,2568.273,2,50,212,41,0,Search Only,1
733134,2014-10-20 12:43:00,2014-10-20,2014,10,October,4,2014-Q4,2014-10,2014-W43,Monday,12,2014-11-21,2014-11-25,31.0,Medium Term (31-90 days),4.0,2,9,8.54,0,Desktop,0,Non-Package,2,215,553,11431,3,2,0,1,7635,4.76,714,3,1131.8353,2,50,675,98,0,Search Only,1
524944,2014-10-20 14:16:00,2014-10-20,2014,10,October,4,2014-Q4,2014-10,2014-W43,Monday,14,2015-01-02,2015-01-06,73.0,Medium Term (31-90 days),4.0,2,3,6.04,0,Desktop,1,Package,2,66,348,24960,3,2,0,1,11373,5.88,272,1,1164.1787,4,128,1400,38,0,Search Only,1
433484,2014-10-21 09:38:00,2014-10-21,2014,10,October,4,2014-Q4,2014-10,2014-W43,Tuesday,9,2014-12-31,2015-01-03,70.0,Medium Term (31-90 days),3.0,4,9,8.54,0,Desktop,0,Non-Package,2,215,646,51733,3,4,0,2,12206,6.45,899,6,1512.7296,2,50,628,19,0,Search Only,2
899451,2014-10-22 00:09:00,2014-10-22,2014,10,October,4,2014-Q4,2014-10,2014-W43,Wednesday,0,2014-12-01,2014-12-13,39.0,Medium Term (31-90 days),12.0,1,0,7.19,0,Desktop,1,Package,37,69,965,50820,1,1,0,1,8257,5.76,139,1,1131.8353,0,63,1108,47,0,Search Only,1
270863,2014-10-22 12:23:00,2014-10-22,2014,10,October,4,2014-Q4,2014-10,2014-W43,Wednesday,12,2014-11-06,2014-11-07,14.0,Short Term (8-30 days),1.0,2,2,6.05,0,Desktop,0,Non-Package,2,66,335,43398,3,2,0,1,8811,5.5,109,1,1131.8353,2,198,391,91,0,Search Only,1
711796,2014-10-22 14:56:00,2014-10-22,2014,10,October,4,2014-Q4,2014-10,2014-W43,Wednesday,14,2015-01-15,2015-01-29,84.0,Medium Term (31-90 days),14.0,3,5,9.43,0,Desktop,0,Non-Package,8,77,824,13609,4,2,1,1,25085,0.0,8,6,8267.6976,2,50,671,25,0,Search Only,1
868253,2014-10-23 10:06:00,2014-10-23,2014,10,October,4,2014-Q4,2014-10,2014-W43,Thursday,10,2014-10-25,2014-10-26,1.0,Last Minute (0-7 days),1.0,2,0,7.19,0,Desktop,0,Non-Package,2,66,462,14703,3,2,0,1,23404,0.0,4,6,68.0198,2,50,1179,48,0,Search Only,2
560135,2014-10-23 17:44:00,2014-10-23,2014,10,October,4,2014-Q4,2014-10,2014-W43,Thursday,17,2014-11-27,2014-11-29,34.0,Medium Term (31-90 days),2.0,4,9,8.54,1,Mobile,0,Non-Package,2,66,351,8978,3,2,2,1,8267,5.99,2739,1,483.4459,2,50,675,70,0,Search Only,1
278628,2014-10-27 22:21:00,2014-10-27,2014,10,October,4,2014-Q4,2014-10,2014-W44,Monday,22,2014-10-31,2014-11-02,3.0,Last Minute (0-7 days),2.0,4,7,4.32,0,Desktop,0,Non-Package,2,66,442,35574,3,4,0,2,26994,17.39,23,6,205.7815,2,50,1529,11,0,Search Only,1
